ï»¿ID,Target,Tweet,Stance
"
1495",Climate Change is a Real Concern,naughtybeyotch psychic huh semst,NONE
"
1496",Climate Change is a Real Concern,night like fond long hair wanna chop heatwave pnwgirl semst,NONE
"
1497",Climate Change is a Real Concern,dinosaur asteroid earth extinction semst,FAVOR
"
1498",Climate Change is a Real Concern,mission climate road drive le greengoddess tip impactisreal semst,FAVOR
"
1499",Climate Change is a Real Concern,look hashtag ukclimate news today uk reducing emission adapting semst,FAVOR
"
1500",Climate Change is a Real Concern,pupil p lincluden primary participating carbon buster project learningforsustainability semst,FAVOR
"
1501",Climate Change is a Real Concern,around new home built every year england area high risk flood adding risk ukclimate semst,FAVOR
"
1502",Climate Change is a Real Concern,australia turn watch obama attenborough abcenvironment semst,NONE
"
1503",Climate Change is a Real Concern,tonyabbott hope watching president obama talking semst,NONE
"
1504",Climate Change is a Real Concern,greatbarrierreef look compared dived year ago potus attenborough foreignofficial semst,FAVOR
"
1505",Climate Change is a Real Concern,mindblowing watch sirdavidattenborough semst,NONE
"
1506",Climate Change is a Real Concern,david attenborough interviewed president obama brilliant fascinating viewing foreigncorrespondent abc tunein semst,NONE
"
1507",Climate Change is a Real Concern,mission climate home simplify bezerowaste tip doyourpart semst,FAVOR
"
1508",Climate Change is a Real Concern,clean technology moment innovation technology davidattenboroughismyhero semst,FAVOR
"
1509",Climate Change is a Real Concern,attenborough state medium need promote damage climate change bout bolt foreigncorrespondent semst,FAVOR
"
1510",Climate Change is a Real Concern,water temperature atlantic coast june like proverbial frog boiling water climate semst,FAVOR
"
1511",Climate Change is a Real Concern,greatman barackobama met greatman david attenborough change seems possible attainable listen attenborobama semst,FAVOR
"
1512",Climate Change is a Real Concern,obama attenborough brilliant heart felt honest discussion oz renewables abc auspol semst,FAVOR
"
1513",Climate Change is a Real Concern,scary stat day area urban greenspace england lost since thecccuk semst,FAVOR
"
1514",Climate Change is a Real Concern,young people climate change changeagentsa gen earth ellabellac missearth sa youth semst,FAVOR
"
1515",Climate Change is a Real Concern,metaceptive jmgamerorus gutted missed would loved hear talk africa represented semst,NONE
"
1516",Climate Change is a Real Concern,everywhere look moderate weather seems going extinct robertredford un semst,FAVOR
"
1517",Climate Change is a Real Concern,rupertmurdoch feel bin one upload newer mix day see version like better peace semst,NONE
"
1518",Climate Change is a Real Concern,ginaepa yes silica dust emission little done state level effect semst,FAVOR
"
1519",Climate Change is a Real Concern,tolerance wonder much mother earth methodology level capitalistic ideology semst,FAVOR
"
1520",Climate Change is a Real Concern,mexonu greenclimatefund project must long lasting lay groundwork low carbon development economic model semst,FAVOR
"
1521",Climate Change is a Real Concern,justintrudeau rethinkfusion terrybeech adamjpankratz jonathanwnv engineeringinnovation future green tech deal semst,FAVOR
"
1522",Climate Change is a Real Concern,man cannot change climate country add new element soil charles darwin anthropocene semst,AGAINST
"
1523",Climate Change is a Real Concern,redscarebot simple malarkey rt gingerdr global warming climate change hoax communist agenda control sustainabil semst,AGAINST
"
1524",Climate Change is a Real Concern,never better time get heck california vaccine science gmo bee autism gmo sb semst,NONE
"
1525",Climate Change is a Real Concern,noted climatologist marine biologist oceanographer ted danson told u yr ago ocean would dead yr semst,AGAINST
"
1526",Climate Change is a Real Concern,bet specie man fart today due soda carbonated beverage fast food recorded era semst,NONE
"
1527",Climate Change is a Real Concern,general rule mandatory thing kind refused vaccine gmo science bee fitness sb nutrition semst,NONE
"
1528",Climate Change is a Real Concern,transpregnancy transgender major reason scientist find cure cancer aid semst,NONE
"
1529",Climate Change is a Real Concern,well dry know value water ben franklin actonclimate epa semst,FAVOR
"
1530",Climate Change is a Real Concern,yo live united state right believe global climate change fucking idiot fact semst,FAVOR
"
1531",Climate Change is a Real Concern,thanks marclevine ilike mike supporting legislation semst,NONE
"
1532",Climate Change is a Real Concern,heatstroke sind rajasthan temperature incresng frozen area earthquake rain shower reduced massive climate change semst,FAVOR
"
1533",Climate Change is a Real Concern,unfortunate systematic destruction planet merely seen political issue semst,FAVOR
"
1534",Climate Change is a Real Concern,people bar bitching heat drought one utters word fossilfuel caused elephantintheroom denial semst,FAVOR
"
1535",Climate Change is a Real Concern,heartlandinst french mean nation build tank rear view mirror six gear reverse semst,NONE
"
1536",Climate Change is a Real Concern,dog panting beat music semst,NONE
"
1537",Climate Change is a Real Concern,high emission scenario would disaster marine life well dr williamson semst,FAVOR
"
1538",Climate Change is a Real Concern,lot thing need done first changing mindset watermanagement semst,FAVOR
"
1539",Climate Change is a Real Concern,hot af seattle normal hotaf semst,FAVOR
"
1540",Climate Change is a Real Concern,worry sediment core prove shellfish coral recover year oilandgas rbe tvp semst,FAVOR
"
1541",Climate Change is a Real Concern,never outrageously grateful slight cool breeze drifting body future nakedtimes semst,FAVOR
"
1542",Climate Change is a Real Concern,hey dranthonylynham please reject adani carmichael coal mine abbot point reef climate risk gbr semst,FAVOR
"
1543",Climate Change is a Real Concern,tornado warning uk weekend government still chooses ignore global warming ukweather semst,FAVOR
"
1544",Climate Change is a Real Concern,mainaudeclaration watch guy huge lindaunobel semst,NONE
"
1545",Climate Change is a Real Concern,mainaudeclaration let push agenga worldwide without fear climatejustice semst,FAVOR
"
1546",Climate Change is a Real Concern,mainaudeclaration year later lino laureate young scientist say time act semst,FAVOR
"
1547",Climate Change is a Real Concern,psaintamans well designed tax policy help fix number environmental issue itdconf cop semst,FAVOR
"
1548",Climate Change is a Real Concern,read scalia idiotic opinion overturning epa carbon emission limit planning spend day seething rage semst,FAVOR
"
1549",Climate Change is a Real Concern,act another planet live cop semst,FAVOR
"
1550",Climate Change is a Real Concern,reince gopclowncar shame gop considers hrc email disconcerting job infrastructure education semst,NONE
"
1551",Climate Change is a Real Concern,poisoning biosphere cannot dealt free market economics taxwallstreet environment gmo semst,FAVOR
"
1552",Climate Change is a Real Concern,solarimpulse see pick rwy follow andr sign way round semst,NONE
"
1553",Climate Change is a Real Concern,second heatwave hit na nw popping everywhere flood record wildfire canada mess time semst,FAVOR
"
1554",Climate Change is a Real Concern,co become dangerous pollutant must curtailed exhale iwantanswers semst,AGAINST
"
1555",Climate Change is a Real Concern,growing vegetable home tell friend follower climate mychangeforclimate semst,FAVOR
"
1556",Climate Change is a Real Concern,led light water saving toilet showerhead appliance etc renovate choose efficient mychangeforclimate semst,FAVOR
"
1557",Climate Change is a Real Concern,evening algore democratic thought yet get bored easy politics hop hop regard peace gm semst,NONE
"
1558",Climate Change is a Real Concern,ther clmate change alarmist come sept year tell hottest winter record ill go postal semst,AGAINST
"
1559",Climate Change is a Real Concern,creeclayton wonderful find twitter meet masroora canadian working semst,NONE
"
1560",Climate Change is a Real Concern,potus defeat isi first must defeat semst,NONE
"
1561",Climate Change is a Real Concern,mission climate home reduce reuse recycle replenish restore scrapcatalytics tip earthrightnow semst,FAVOR
"
1562",Climate Change is a Real Concern,without place feeding mating giving birth future polar bear semst,FAVOR
"
1563",Climate Change is a Real Concern,pittsburgh regatta without boat river full debris swift current dangerous semst,NONE
"
1564",Climate Change is a Real Concern,un decline crop yield developing country rice wheat corn next year especially tropic semst,FAVOR
"
1565",Climate Change is a Real Concern,great meeting balboalice ctwigg today discus future city uk expertise shared applied china semst,NONE
"
1566",Climate Change is a Real Concern,reptommarino priority address semst,NONE
"
1567",Climate Change is a Real Concern,rt mediarage one brilliant b story created man subjugate others leftistliesisbs semst,NONE
"
1568",Climate Change is a Real Concern,need world economic power true climate change funding world need action empty rhetoric semst,FAVOR
"
1569",Climate Change is a Real Concern,cop un conference board room meeting till shall continue innocent life livelihood lost semst,NONE
"
1570",Climate Change is a Real Concern,try create world want live dalailama withcompassion semst,NONE
"
1571",Climate Change is a Real Concern,sea level rise end century meter drown sf airport la port ivelicogna withcompassion semst,FAVOR
"
1572",Climate Change is a Real Concern,climate change emergency stop denial start taking step climatehealth semst,FAVOR
"
1573",Climate Change is a Real Concern,rt fadoben rate utilisation exceeds rate regeneration call degradation michachallen semst,NONE
"
1574",Climate Change is a Real Concern,climate change solvable problem need start today hhdl semst,FAVOR
"
1575",Climate Change is a Real Concern,dalailama suggests school politician educate critical issue withcompassion hhdl semst,NONE
"
1576",Climate Change is a Real Concern,shalomshuli guessing lot le humidity back time moses semst,FAVOR
"
1577",Climate Change is a Real Concern,ominous yellow vancouver sky making anyone else dread climate future wildfire semst,FAVOR
"
1578",Climate Change is a Real Concern,cause effect dry condition wildfire preventable humancaused semst,FAVOR
"
1579",Climate Change is a Real Concern,greenland ice melting faster summer dome high pressure semst,FAVOR
"
1580",Climate Change is a Real Concern,kyjl crazy oklahoma bracing flooding rain th cycle year canada burning semst,FAVOR
"
1581",Climate Change is a Real Concern,awkward moment pro coal pr campaign k follower advancedenergy greenwashing semst,FAVOR
"
1582",Climate Change is a Real Concern,gonna side really smart well educated folk one guy semst,NONE
"
1583",Climate Change is a Real Concern,climate change financing cc adaptation cc resilience green economy lot semantics community waitforsolutions semst,FAVOR
"
1584",Climate Change is a Real Concern,assaadrazzouk theearthnetwork wynnandreid usa behind due idiocy semst,NONE
"
1585",Climate Change is a Real Concern,tonight academy science talk tech solution climate change prof barry brook cantorandballtowers canberra semst,FAVOR
"
1586",Climate Change is a Real Concern,revelation erotao snow melting tcot semst,NONE
"
1587",Climate Change is a Real Concern,muskoka muskoka proud shoallake boilwater fortchip cancer vanuatu balafalls landscapingissues semst,NONE
"
1588",Climate Change is a Real Concern,noel kck tomsteyer billnye potus proof semst,NONE
"
1589",Climate Change is a Real Concern,porterthereport please let win loyal reader support semst,NONE
"
1590",Climate Change is a Real Concern,national announces plan put fire pantry rest house burn baby burn sameoldshit semst,NONE
"
1591",Climate Change is a Real Concern,rent theatre show movie chasingice friend family spread message global warming semst,FAVOR
"
1592",Climate Change is a Real Concern,stormiest ireland uk year saying something newsclimate wattsupwiththat semst,FAVOR
"
1593",Climate Change is a Real Concern,liberalaus wrong century ipccreport involved methodology say regard dion peace ideology semst,NONE
"
1594",Climate Change is a Real Concern,takedowntheflag lovewins represent tectonic cultural shift thanks small part twitter facebook imagine semst,NONE
"
1595",Climate Change is a Real Concern,expected new zealand called leader show leadership instead show weak minded ignorance laggardship semst,NONE
"
1596",Climate Change is a Real Concern,newyork london frankfurt knee deep sea water nothing happen unfccc cop co free party annaborgeryd semst,FAVOR
"
1597",Climate Change is a Real Concern,climatparis climate science forum begin today follow progress cfcc sustainabledevelopment semst,FAVOR
"
1598",Climate Change is a Real Concern,need integrated science indigenous knowledge understand adapt cfcc semst,FAVOR
"
1599",Climate Change is a Real Concern,whelan debate go yet time wasted thedrum semst,NONE
"
1600",Climate Change is a Real Concern,anything sad generation opportunity act cfcc journey semst,FAVOR
"
1601",Climate Change is a Real Concern,vallaud belkacem generation knew would happen nothing say wakeup cfcc semst,FAVOR
"
1602",Climate Change is a Real Concern,act generation knew move najatvb cfcc semst,FAVOR
"
1603",Climate Change is a Real Concern,carbon clock ticking carbonbubble surplusgas carbon gas semst,FAVOR
"
1604",Feminist Movement,sometimes overheat want take shirt social expectation people breast n semst,FAVOR
"
1605",Feminist Movement,feminist spent much time reading paper tumblr would real people ignorant sexist bigot semst,AGAINST
"
1606",Feminist Movement,stupid feminist civilization take granted built labour blood sweat tear men semst,AGAINST
"
1607",Feminist Movement,girl sex drive must slut feminist semst,FAVOR
"
1608",Feminist Movement,sun dress streetharassment daily life yesallwomen everydaysexism semst,FAVOR
"
1609",Feminist Movement,woman right humanrights join cpdvoices twitter rally pm et agree cpd semst,FAVOR
"
1610",Feminist Movement,support unequal pricing based gender camillebogrand normally call sexism equalpayday semst,FAVOR
"
1611",Feminist Movement,pic pornstars without makeup perpetuating myth woman need makeup considered pretty semst,FAVOR
"
1612",Feminist Movement,yesallwomen know protect carry gun republicanvalues semst,FAVOR
"
1613",Feminist Movement,tired anti womanist respectability politics need safe space woman look like club interview semst,FAVOR
"
1614",Feminist Movement,feminist hate men please kill semst,AGAINST
"
1615",Feminist Movement,woman make le men job woman average make le men look feminazis equalpayday semst,AGAINST
"
1616",Feminist Movement,girl woman spend much time pretty attractive complain reduced sex symbol semst,AGAINST
"
1617",Feminist Movement,randomtweetor hate break u bruh woman get pretty u get pretty show woman feminist semst,FAVOR
"
1618",Feminist Movement,job always go best candidate regardless gender gender even matter anymore paulhenry semst,FAVOR
"
1619",Feminist Movement,chip kidd announces reader asks u hold applause audience cant hold back gloriasteinem poetry semst,NONE
"
1620",Feminist Movement,ok married year old ceo use power influence shag year old intern askhillary semst,FAVOR
"
1621",Feminist Movement,love girl ericwynalda meganrapinoe hell foxsports way diminish woman soccer uswnt semst,FAVOR
"
1622",Feminist Movement,pissed got talked semst,FAVOR
"
1623",Feminist Movement,sirwilliamvalen insulting thinking make switch like written u u semst,NONE
"
1624",Feminist Movement,yaahnemba ever thought maybe blue jean hate everyone world made semst,NONE
"
1625",Feminist Movement,believe every woman right semst,FAVOR
"
1626",Feminist Movement,upset people narrow minded come feminism stereotyping men semst,FAVOR
"
1627",Feminist Movement,extinction insect dangerous herb gigolo service religious fanaticism fake beercans malaysia radio medium fail discus semst,NONE
"
1628",Feminist Movement,rt wgsndsu let demand le cat calling cat ndsufeminist feminist cat dogscancometoo semst,FAVOR
"
1629",Feminist Movement,anyone find funny feminist use takeitlikeaman want understand mean one semst,AGAINST
"
1630",Feminist Movement,myrainbowninja notallbhas farm fucking disgusting semst,NONE
"
1631",Feminist Movement,reading gg tweet getting angrier fuuuuuuuuuuuck men privileged time bed feminismisawfullygreat semst,FAVOR
"
1632",Feminist Movement,fudgieebuddiee saying girl sensitive gender role sexist swine semst,FAVOR
"
1633",Feminist Movement,gotta fuck never feel like gotta fuck somebody semst,NONE
"
1634",Feminist Movement,say men look woman like piece meat even mean want cook eat yesallwomen semst,FAVOR
"
1635",Feminist Movement,love twitter semst,NONE
"
1636",Feminist Movement,honoured followed truly inspirational kon k founder asrc realaustralianssaywelcome thethingsthatmatter semst,NONE
"
1637",Feminist Movement,thanks work people like everydaysexism helping woman helping whole society semst,FAVOR
"
1638",Feminist Movement,suicidaljac eat pu somethin lozer semst,NONE
"
1639",Feminist Movement,woman superior men every aspect feminist semst,FAVOR
"
1640",Feminist Movement,bruiseaurora advocating men stop loving woman sex everydaysexism semst,AGAINST
"
1641",Feminist Movement,paul elam one hated men alive right feminist semst,FAVOR
"
1642",Feminist Movement,yes woman fair men staying home shamed society must change ppl additudes everydaysexism semst,FAVOR
"
1643",Feminist Movement,watching missrepresentation must change world womenrule change beauty semst,FAVOR
"
1644",Feminist Movement,complain equal rep girl gaming princess peach zelda kick as woman samus beast hello gaming semst,FAVOR
"
1645",Feminist Movement,woman sex object person truth wisdom womensrights medium life humanity love society semst,FAVOR
"
1646",Feminist Movement,want hear something really ugly woman sexually assaulted time college misogynyisugly semst,FAVOR
"
1647",Feminist Movement,amin justsoshelby nice work happy hear autistic friend able express way semst,NONE
"
1648",Feminist Movement,wtf literal fuck evan sseing thing semst,NONE
"
1649",Feminist Movement,take solace knowing least mean know useless hack thehiredmind semst,NONE
"
1650",Feminist Movement,feminist ugly fact equal right men woman feministsarebeautiful semst,FAVOR
"
1651",Feminist Movement,meredith giving crap great holy crap peggy spoiler damn great scene peggy madman semst,NONE
"
1652",Feminist Movement,believe reason people say need feminism need dog half reason antifeminist semst,AGAINST
"
1653",Feminist Movement,feminist ugly people calling ugly must vile semst,FAVOR
"
1654",Feminist Movement,im sorry going call woman like im cadigory ill probably boot door semst,FAVOR
"
1655",Feminist Movement,awyee tigerclaud compared playing doll violent disposition two different thing gamergate semst,NONE
"
1656",Feminist Movement,optimist load crap dressing appropriately office sexist grow yesallwomen semst,FAVOR
"
1657",Feminist Movement,dancerlwt considered changing twitter handle vagina monologue semst,AGAINST
"
1658",Feminist Movement,give attention never gave anyone else extremerules nepalearthquake freddiegray rhoareunion semst,NONE
"
1659",Feminist Movement,feminist female long time stupid side maya angelou feminist humanist semst,FAVOR
"
1660",Feminist Movement,vote pedro lied idiot fact reason acknowledge fact also reason semst,NONE
"
1661",Feminist Movement,ananddaranand stopping foe ur tl u notice encouraging u post topic interested tl vaw semst,NONE
"
1662",Feminist Movement,courting patriarchal approval condemns sister abuse physical appearance patriarchyisugly semst,FAVOR
"
1663",Feminist Movement,skynews eamonnholmes skyjacquie guy beach body ready advert interviewed conclusion arrogant male chauvinist idiot semst,FAVOR
"
1664",Feminist Movement,rsiereilly pretty well enjoyed response semst,NONE
"
1665",Feminist Movement,contempo qiwaamah longer paid maternity leave flexi working hour site childcare breastfeeding breastpumping room equal pay semst,FAVOR
"
1666",Feminist Movement,reason stopped entrance walkingstreet lawofattraction viewpoint dailydevotional semst,NONE
"
1667",Feminist Movement,rimmedlarry actually tag made feminist narcissistically post selfies prove ugly semst,AGAINST
"
1668",Feminist Movement,draumkunta also sorry busy gorgeous feminist give shit beauty standard semst,FAVOR
"
1669",Feminist Movement,bethany jaynew cool got greenlight back ur side semst,NONE
"
1670",Feminist Movement,going walk thru helen get feminist idea saying bristolben semst,AGAINST
"
1671",Feminist Movement,msluuna woman need shave semst,FAVOR
"
1672",Feminist Movement,sjws homogenous blur together well like dealing one giant rainbow headed monster gamergate semst,AGAINST
"
1673",Feminist Movement,feminist prove wage gap yet lawsuit come forward woman paid le maybe exist semst,AGAINST
"
1674",Feminist Movement,feminist ugly lol make laugh though hypocritical people planet semst,AGAINST
"
1675",Feminist Movement,want empower woman need disempower warlord zahara langhi libya wilpf wsw ikff peace war semst,FAVOR
"
1676",Feminist Movement,hey jcdfitness stop teiggering ur man gap bus fight patriarchy ur jail ty equality semst,FAVOR
"
1677",Feminist Movement,hey first world country white woman bitching gender inequality going fine killallmen semst,AGAINST
"
1678",Feminist Movement,rt weneedfeminism want choose family career semst,FAVOR
"
1679",Feminist Movement,emwallbank listen well ready tell need cannot deny hsmsong semst,NONE
"
1680",Feminist Movement,evelynlns jes chastain agree radiates beauty inside role model semst,FAVOR
"
1681",Feminist Movement,sexism power plus prejudice anita sexist definition new title time anitasarkeesian semst,AGAINST
"
1682",Feminist Movement,woman strong woman smart woman bold feministsarebeautifulisalovemovement semst,FAVOR
"
1683",Feminist Movement,people actually brag dank shatter wax shit instagram pls kill lol dab wax semst,NONE
"
1684",Feminist Movement,gotta love respect feminist give wanna feminist note sarcasm idontneedfeminism semst,AGAINST
"
1685",Feminist Movement,guess wanting trying make world better place everyone make ugly feminist semst,FAVOR
"
1686",Feminist Movement,heckling yesallwomen screaming look day excellent way show u serious individual semst,AGAINST
"
1687",Feminist Movement,rod mccallum yr date thought could interesting old news bored bye semst,NONE
"
1688",Feminist Movement,everydaysexism rod mccallum dinosaur fool rising antiquated rhetoric bye semst,FAVOR
"
1689",Feminist Movement,foreigncorrespo never bored ppl easily get bored like profess generally boring weak wimp semst,NONE
"
1690",Feminist Movement,foreigncorrespo quote simone mean understand modern femmie nism whining semst,AGAINST
"
1691",Feminist Movement,need life sin girlfriend semst,NONE
"
1692",Feminist Movement,met first radical feminist today holy shit amazing much go wrong brain wtf semst,AGAINST
"
1693",Feminist Movement,know ugly going short skirt without judged semst,FAVOR
"
1694",Feminist Movement,piddy x nero cyberstalin attempt godfreyelfwick parody proteinworld baltimoreriots socialism semst,NONE
"
1695",Feminist Movement,woman hollywood still getting paid le semst,FAVOR
"
1696",Feminist Movement,mit anders paraphrase friedan drive deprived data data expand fill space semst,NONE
"
1697",Feminist Movement,watching baltimoreriots fox news obvious feminist goony beardman following reporter around attention semst,AGAINST
"
1698",Feminist Movement,beeeatles list real please god better joke man woman ever pay attention shit pissed semst,NONE
"
1699",Feminist Movement,harry arguing dead girl father whose job kill rapemurdering villain horn semst,NONE
"
1700",Feminist Movement,rt weneedfeminism bad bitch compliment semst,FAVOR
"
1701",Feminist Movement,oh equality shall stop feminist asap semst,AGAINST
"
1702",Feminist Movement,vivvyyy wrong getting dick come guy praised sexist semst,FAVOR
"
1703",Feminist Movement,moment know wife put get make sandwich winning yvrmoms funny joke semst,FAVOR
"
1704",Feminist Movement,anti men pro woman shequotes quote woman men semst,FAVOR
"
1705",Feminist Movement,full narcissism self loathing lot woman like got sod wrightstuff wolfwhistling semst,AGAINST
"
1706",Feminist Movement,woman place made feel uncomfortable walking street poppysmart semst,FAVOR
"
1707",Feminist Movement,following rgay lead embracing term badfeminist far perfect still learning semst,FAVOR
"
1708",Feminist Movement,carly senatore also im assuming claim one yet called idiot dont even know nice semst,NONE
"
1709",Feminist Movement,virginradioto mauragrierson maura tucker morning equality seniority semst,FAVOR
"
1710",Feminist Movement,mike charmander mslatina right come law called equal right equal law semst,FAVOR
"
1711",Feminist Movement,today watch united state supreme court semst,NONE
"
1712",Feminist Movement,live world either bitch doormat semst,FAVOR
"
1713",Feminist Movement,jowilliams feminist go gym lose weight stop blame society everything semst,AGAINST
"
1714",Feminist Movement,spectator exactly woman weak incapable sight one slim skin giving attack vapour semst,AGAINST
"
1715",Feminist Movement,men want credit woman feminist feminist men wanting privilege vaw p semst,FAVOR
"
1716",Feminist Movement,oakleyftgaga nice anyways nicerinternet semst,NONE
"
1717",Feminist Movement,actually watching video radical feminism history funniest movie ive ever seen semst,AGAINST
"
1718",Feminist Movement,thought go mind regular basis would said man semst,FAVOR
"
1719",Feminist Movement,hey guyz talking baltimore social issue super smart super current event semst,NONE
"
1720",Feminist Movement,putting finishing touch feminist themed cryptic crossword standard crossword semst,FAVOR
"
1721",Feminist Movement,mrramsbottom instruct madebyreformat studiodbd luketonge stop tweeting cause joewellmade want tea making semst,NONE
"
1722",Feminist Movement,walking neighborhood saw different father taking care toddler woman nearby househusband semst,FAVOR
"
1723",Feminist Movement,foxtrotjames kind see femalepower yolo semst,FAVOR
"
1724",Feminist Movement,oliviajeniferx always guy job equality semst,FAVOR
"
1725",Feminist Movement,well maybe men learned take answer woman say much fnm semst,FAVOR
"
1726",Feminist Movement,weneedfeminism yesallwomen simply get level respect get man heforshe semst,FAVOR
"
1727",Feminist Movement,fsurhet protip maybe familiarize recent trending topic meninist blacklivesmatter baltimoreriots semst,NONE
"
1728",Feminist Movement,guy called gentleman holding door open corrected said sorry gentlewoman semst,FAVOR
"
1729",Feminist Movement,excited hear author leoratanenbaum slut shaming age ofthe internet slutshaming semst,FAVOR
"
1730",Feminist Movement,let anyone else perception define belief feel justify worth semst,FAVOR
"
1731",Feminist Movement,u feminist w bein bitch u also embrace ur sexuality w loose moral empowerallbodies empoweringwomen semst,FAVOR
"
1732",Feminist Movement,queen royalty race king prince semst,FAVOR
"
1733",Feminist Movement,nailed another black feminist banged hard shit wife ended cleaning shit baltimoreriots semst,AGAINST
"
1734",Feminist Movement,teach young rubbernormative message use condom rawdogging somehow wrong teamnocondom semst,NONE
"
1735",Feminist Movement,enews tell terrencej stop speaking woman belittling manner never lie woman equality asshole semst,FAVOR
"
1736",Feminist Movement,whether label feminist think important address equal right taylor swift semst,FAVOR
"
1737",Feminist Movement,weneedfeminism nomeansno doesnt mean yes doesnt mean try harder yesallwomen yesallwomen rt semst,FAVOR
"
1738",Feminist Movement,thanks laugh tonight amyschumer social commentary bad either equalpay girlyoudontneedmakeup semst,FAVOR
"
1739",Feminist Movement,v wait see semst,NONE
"
1740",Feminist Movement,victoriacoren article woman politics month elleuk must read generalelection politics woman semst,FAVOR
"
1741",Feminist Movement,wonderful interview blakelively stylistmagazine refreshing feminist view semst,FAVOR
"
1742",Feminist Movement,daily feminism give u follow back feminist semst,FAVOR
"
1743",Feminist Movement,contrary stereotype see feminist social medium championing cause benefit men yesallwomen heforshe semst,FAVOR
"
1744",Feminist Movement,time go hashtag crazy folklore uktourism britain storytelling myth legend equality multicultural folk semst,NONE
"
1745",Feminist Movement,feminism woman letting people lead fuller life janefonda life semst,FAVOR
"
1746",Feminist Movement,find woman attractive objectifying pig find attractive shallow pig semst,AGAINST
"
1747",Feminist Movement,wonder feminism top gonna arrive need bit happiness stress studying collegelife semst,FAVOR
"
1748",Feminist Movement,whenindoubtdo trigger level semst,NONE
"
1749",Feminist Movement,hook say continue even though hard cause pain people look whatawoman bellhooks love semst,FAVOR
"
1750",Feminist Movement,male rape one reported crime male rape survivor among served crime victim semst,NONE
"
1751",Feminist Movement,statistic show male victim rape likely straight gay semst,NONE
"
1752",Feminist Movement,maritalrape law misused dont give scope men prove innocence even honest men trapped slaughtered semst,AGAINST
"
1753",Feminist Movement,proteinworld worry feminist press good press ordering product soon semst,AGAINST
"
1754",Feminist Movement,body mind sjws prove people perfectly capable acting metaphysically given reality gamergate semst,NONE
"
1755",Feminist Movement,fashionopolis gained new follower misogynist maritalrapedebate view got outraged semst,FAVOR
"
1756",Feminist Movement,fxckyoustagram u reason need feminism st world u equal stop trying make case victimhood semst,AGAINST
"
1757",Feminist Movement,men accused rape immediately castrated question asked rapeculture heforshe semst,FAVOR
"
1758",Feminist Movement,riotchildarmy even though know gender superior semst,FAVOR
"
1759",Feminist Movement,brandileighhhhh called sexual coercion rape rapeculture semst,FAVOR
"
1760",Feminist Movement,free woman unfree even shackle different audre lorde feminist semst,FAVOR
"
1761",Feminist Movement,wanna hear two funniest word english language right feminist fellowship geddit fell ow ship semst,AGAINST
"
1762",Feminist Movement,pop culture still hate woman semst,FAVOR
"
1763",Feminist Movement,young girl told raped instead telling boy rape semst,FAVOR
"
1764",Feminist Movement,united state one country give paid maternity leave semst,FAVOR
"
1765",Feminist Movement,woman seen soft weak emotional eye male politician semst,FAVOR
"
1766",Feminist Movement,human being created equally nature semst,FAVOR
"
1767",Feminist Movement,un woman womenundrsiege osce rfom considered hate crime someone make threat woman semst,FAVOR
"
1768",Feminist Movement,njaniboy omercayir sahil handa ever need man yesallwomen semst,FAVOR
"
1769",Feminist Movement,toasterhead blueeyedgagal soxmom babbsgirl mind business cunt battery bob die semst,AGAINST
"
1770",Feminist Movement,petition journalist stop using man mean demonstrate resilience mental toughness semst,FAVOR
"
1771",Feminist Movement,frustrating awful voice getting access wider audience voice hate confederateflag race semst,NONE
"
1772",Feminist Movement,even clifford virginia stophidingit semst,NONE
"
1773",Feminist Movement,luisaomielan amazing show leicester tonight best comedy show ever seen incredible upgradeyourself semst,NONE
"
1774",Feminist Movement,rather share road man pulled nighter blew sober well rested woman equality semst,AGAINST
"
1775",Feminist Movement,gladly accept face least used used bill neversatisfied semst,NONE
"
1776",Feminist Movement,wish people would understand true feminist want equality everyone even men girl semst,FAVOR
"
1777",Feminist Movement,stop male animator want female animator semst,FAVOR
"
1778",Feminist Movement,feminist gave woman right vote feministsareliars nevermind men voted give right semst,AGAINST
"
1779",Feminist Movement,rt viviennedenue code hack evil destroy time get back work kick as gamedev femaleprotagonist cybe semst,FAVOR
"
1780",Feminist Movement,done crime show making rape father instead victim semst,FAVOR
"
1781",Feminist Movement,men empathize picture daughter going thing semst,FAVOR
"
1782",Feminist Movement,rt lzats know woman stop wearing age nothing woman wear whatever want matter old semst,FAVOR
"
1783",Feminist Movement,gender research help develop nursing research theoretical framework concept methodology genderanded research semst,NONE
"
1784",Feminist Movement,ever see meritocracy myth pushed people skill trying buddy buddy way top hmm semst,NONE
"
1785",Feminist Movement,meritocracy oppressive incompetent believe sexist sexist one therealkind semst,AGAINST
"
1786",Feminist Movement,matildas get paid le male counterpart woman sport fact woman semst,FAVOR
"
1787",Feminist Movement,aimless friend enemy pizza delivery guy vegan blessed semst,NONE
"
1788",Feminist Movement,glad able raise kid n time educated mothering decision family vilified nonvaxxerhere semst,AGAINST
"
1789",Feminist Movement,feminist spread misandry always try two create gender conflict feminismiscruelty dontmancriminate semst,AGAINST
"
1790",Feminist Movement,meaning peace absence opposition socialism gamergate semst,NONE
"
1791",Feminist Movement,recenter world captain ship author life story semst,NONE
"
1792",Feminist Movement,natee victoria abii nah abi gonna get married rich white guy gonna give half money divorced semst,NONE
